Season,Latitude,Longitude
Summer,43.77431906614787,-126.03290676416819
Spring,-87.54863813229574,-169.46983546617915
Spring,-29.066147859922182,165.52102376599635
Spring,-22.762645914396884,16.12431444241315
Spring,-19.96108949416343,-63.510054844606955
Spring,-18.210116731517502,124.05850091407677
Spring,-18.56031128404669,25.996343692870198
Spring,-17.859922178988327,137.87934186471665
Spring,-17.859922178988327,111.55393053016456
Spring,-14.708171206225686,-42.449725776965266
Spring,-14.007782101167308,128.0073126142596
Spring,-12.957198443579756,35.21023765996344
Spring,-12.957198443579756,21.38939670932359
Spring,-11.55642023346303,-60.877513711151735
Spring,-5.60311284046692,30.603290676416833
Spring,-0.35019455252918874,37.84277879341866
Spring,0.7003891050583633,18.098720292504566
Spring,2.101167315175104,-14.808043875685541
Spring,4.552529182879383,-17.44058500914076
Spring,6.303501945525284,-7.568555758683743
Spring,9.805447470817114,31.26142595978061
Spring,10.155642023346303,-14.808043875685541
Spring,10.856031128404666,77.9890310786106
Spring,11.206225680933855,21.38939670932359
Spring,11.206225680933855,-83.25411334552102
Spring,11.206225680933855,-100.3656307129799
Spring,13.307392996108959,32.57769652650822
Spring,12.95719844357977,-89.17733089579525
Spring,14.007782101167322,70.74954296160877
Spring,15.05836575875486,104.31444241316274
Spring,15.05836575875486,49.03107861060329
Spring,15.05836575875486,-118.79341864716636
Spring,16.4591439688716,122.74223034734916
Spring,15.758754863813238,-90.49360146252285
Spring,16.108949416342412,112.21206581352834
Spring,16.4591439688716,134.5886654478976
Spring,18.210116731517502,-74.69835466179158
Spring,17.859922178988327,-94.44241316270568
Spring,19.260700389105054,50.3473491773309
Spring,21.361867704280158,120.76782449725778
Spring,22.06225680933852,23.363802559414978
Spring,22.762645914396884,17.44058500914076
Spring,22.762645914396884,5.594149908592328
Spring,23.813229571984436,29.945155393053
Spring,24.5136186770428,45.74040219378429
Spring,25.214007782101163,7.568555758683743
Spring,25.214007782101163,-0.9872029250456933
Spring,27.66536964980545,-76.0146252285192
Spring,34.31906614785992,154.99085923217552
Spring,36.070038910505836,-104.97257769652651
Spring,39.92217898832685,-119.45155393053017
Spring,45.175097276264594,-116.81901279707495
Spring,46.57587548638132,102.99817184643513
